dedup_key,kept_drive_id,skipped_drive_id,kept_relative_path,skipped_relative_path,reason,kept_score,skipped_score
md5:5d8f25a1712e5a3cfb39be7b85fea418,1nPQ3knIU2NnNp41MG3vpLgYt_-PCfwJS,1a_bxx9ALVPgxj_8Nm5b7BLo1fLaxUEdD,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/27 - IA - Story Espanhol__DAHGfPibX80.mp4,UPLOAD_CANVAS/downloads/NICOLAS/27 - IA - Story (Espanhol)__DAHGfPibX80.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:ca62d6b86bf37d25b91c9b71899d6524,13xh6T23Hp26YeC9DQfPWJX3D0AFm_SHL,1PepN_FXVAJsuSDHxOIe3_SAHwu-4A9sO,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/27 - IA - Story Ingles__DAHDv8euNWY.mp4,UPLOAD_CANVAS/downloads/NICOLAS/27 - IA - Story (Ingles)__DAHDv8euNWY.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:c11860ebf7a18378fde84363b28d649b,1upb-bHC67dxPZOH0qxShkbpBnUOVgCGe,1JXRADGh4EU6mEwcW-qu1pQI1k2Cp0JUA,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/27 - Story ingles__DAGWOdLo9go.mp4,UPLOAD_CANVAS/downloads/NICOLAS/27 - Story ( ingles )__DAGWOdLo9go.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:7519192a075c3fe4484166945e6a3f0c,15tScBRNo2-Me55wHx_TQQ5B62pg6cKAR,1q7YpVo3VQEVqng7Ucsl_HfbJrkDzf7VR,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/28 - Feed ingles__DAGWOif_Kys.png,UPLOAD_CANVAS/downloads/NICOLAS/28 - Feed ( ingles )__DAGWOif_Kys.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:c2f7adb6b3a8fe3eef3de8d81a3c87ff,1_TQFAtSSfLtIkdKEQpukd8_jTbR-J9Cg,1bA-X5aEWbU-OdEPef3H3H9JDwrQh_Jwq,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/ES/28 - Feed espanhol__DAGTREZKuxo.png,UPLOAD_CANVAS/downloads/NICOLAS/28 - Feed (espanhol)__DAGTREZKuxo.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:64589f968e823a5aa452e0d45b4211e6,1c_Dz2HOaQx1FFbIogzCD8Y6aJgm7Clzt,1LH_xQm3VHxgV97iTbot6AUnEWCMHmOUZ,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/28 - IA - Story Espanhol__DAHGfQwzENk.mp4,UPLOAD_CANVAS/downloads/NICOLAS/28 - IA - Story (Espanhol)__DAHGfQwzENk.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:fa0efe164ac86ba223fd9717af176a71,1CzOuwdnpqiFLzZsTHAdcpvN2YEwI__Xt,1pDzRyen4dCzKRieJdM5qG_YcXDgf1HfC,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/28 - Story ingles__DAGWOtoC0kI.mp4,UPLOAD_CANVAS/downloads/NICOLAS/28 - Story ( ingles )__DAGWOtoC0kI.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:8b00bd7fd26e95e9fc29a5085888c86f,1XsF3tlgI-GseuI_VR8eHuH6T5BXkvkx1,1SqWw6Looxh7SGo0m21gfvWORsOQSPvfX,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/28 - Story espanhol__DAGTMhKEQvc.mp4,UPLOAD_CANVAS/downloads/NICOLAS/28 - Story (espanhol)__DAGTMhKEQvc.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:c08c96ac84917bf9b0fa47842bf974a9,1W6ut2QZVN_4oj2HPKe3LOhXxLO4_YEQq,132166rTMEHEf-JxTmbCdV3e4ro7T-4n_,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/ES/29 - Feed espanhol__DAGTRLzvSxo.png,UPLOAD_CANVAS/downloads/NICOLAS/29 - Feed (espanhol)__DAGTRLzvSxo.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:be1c5c7fcad111d65d30ad47ded33959,1EiMzu6PBcDWMVWv5WcUNG2itSQOmP3XW,1LxolbBd7a286xnGnZ-3O46r_vamU_ikE,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/29 - Story espanhol__DAGTRFVWkgM.mp4,UPLOAD_CANVAS/downloads/NICOLAS/29 - Story (espanhol)__DAGTRFVWkgM.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:48cc8c29a96f961385a4f428265e2020,1UzL3w957ziJm3vnbmpdO11cb0l1Bi63L,1q-oV5MlXVLaZBP2IKlN8r5T7YKmdvGnN,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/ES/30 - Feed espanhol__DAGTRMcZwC4.png,UPLOAD_CANVAS/downloads/NICOLAS/30 - Feed (espanhol)__DAGTRMcZwC4.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:949207cff4432598793a9ad15c179171,1JldF_o9-Z6Cp4-9O7qe376GLj0u8MSRE,1H3Co5iiVrtIagAB2d9HWcr8uNpOB0tv7,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/30 - Story espanhol__DAGTRAy2FRQ.mp4,UPLOAD_CANVAS/downloads/NICOLAS/30 - Story (espanhol)__DAGTRAy2FRQ.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:b4c1a6e88b7af5bb0236f7c19d9338ab,1RH3MAHvQjClxH0GBT_Fw2nBa1zKR8BWR,12hAVK-bOqgwE0WeNVohNf4sBybM2aBJE,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/ES/31 - Feed espanhol__DAGTRUYxKjc.png,UPLOAD_CANVAS/downloads/NICOLAS/31 - Feed (espanhol)__DAGTRUYxKjc.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:e9fc293b717026a29bef8b38d59278e3,1KfPhkJjlQGNRuAa-w9FTlO6pGl7rje-X,1wPU5M4cNcYuJkVxAAWbrempWI8Dt70W6,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/31 - Story espanhol__DAGTRfgHfAs.mp4,UPLOAD_CANVAS/downloads/NICOLAS/31 - Story (espanhol)__DAGTRfgHfAs.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:c87887aee360ce3d24c4ea6446344130,138M8lk5fhtUAG7H3-tE7oxV5XH5UMW67,1FTmHlnpUDqpyok1qfh_UCZ9lJp462K2g,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/ES/32 - Feed espanhol__DAGTRXWmSbg.png,UPLOAD_CANVAS/downloads/NICOLAS/32 - Feed (espanhol)__DAGTRXWmSbg.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:e7db3fa0aa1b9d393b2ce20131f13b03,1iS7KBNBgu-hA3ZHhrUwWn70uBiw7PyIS,1VWnanBWr4GBJ-80feiG3b8TXffx1UUpA,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/32 - IA Espanhol - Story KELLY Espanhol__DAHIPahidfc.mp4,UPLOAD_CANVAS/downloads/NICOLAS/32 - IA ( Espanhol ) - Story KELLY (Espanhol)__DAHIPahidfc.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:e708fa0d98f7274aaf4ba15e7f470a88,1_PJC_zDcWw_OpM2NE1u0z6MGkaRnTLlF,1s9qe1Qxa0l7JesqxcYcWHUnjudLUGlqW,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/32 - Story espanhol__DAGTRdAmDcw.mp4,UPLOAD_CANVAS/downloads/NICOLAS/32 - Story (espanhol)__DAGTRdAmDcw.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:cac434e93cb200cc53c494eb62b18372,1cuuCNZ-DL90WGY2TcicFrKBJQ2C-dtRC,134gitf5o1rok6nzD5bDX67P6CKWOT_ev,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/ES/33 - Feed espanhol__DAGTRm3YhUs.png,UPLOAD_CANVAS/downloads/NICOLAS/33 - Feed (espanhol)__DAGTRm3YhUs.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:a6558abaeb1ea010de6c008904b5f6c2,1PtEsUkNn5SYlcNn6qat18X_su5xKo4lQ,1oulzvUiBWlun4BPjq0LsGo_zXExyhP8A,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/33 - IA - Story Espanhol__DAHIPY0rVuM.mp4,UPLOAD_CANVAS/downloads/NICOLAS/33 - IA - Story (Espanhol)__DAHIPY0rVuM.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:5a09a2385f23e4f4368a86c575fb5b19,1b-ZwPZ8mdSssB--4Tv_72hsCjX4LiYRH,1Rp9K2EQhKI1bPOvBas2bh-YDFBtcE474,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/33 - Story espanhol__DAGTRfuEgXE.mp4,UPLOAD_CANVAS/downloads/NICOLAS/33 - Story (espanhol)__DAGTRfuEgXE.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:14559076cbdaa1e559d64d228b24ea0d,10KY4sx0dcnX4UkgmYVn4psb1R04wwwfw,16FDwg9jFIneDydza3gsiPYfTvyMrRkws,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/33 - Story Ingles__DAGTfvxoKRI.mp4,UPLOAD_CANVAS/downloads/NICOLAS/33 - Story (Ingles)__DAGTfvxoKRI.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:f6770997da8039a053b1f578c86a8d93,12novndaB8WyL7mbtsxXW5KIIGVkDyodM,1VYGURHychyb0u8NtubRO1KFx1Ak6TIDo,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/34 - IA - Story Espanhol__DAHIPQM7JpY.mp4,UPLOAD_CANVAS/downloads/NICOLAS/34 - IA - Story (Espanhol)__DAHIPQM7JpY.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:e2e59cd9a523721e6fbb3357d5eed081,13F_BftChK7pegK8h36HiKAG9g7en7iVX,1ev3aP66unLK-ZuWQWtYswTqRwijcmMTN,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/34 - Story espanhol__DAGTfxHssHo.mp4,UPLOAD_CANVAS/downloads/NICOLAS/34 - Story (espanhol)__DAGTfxHssHo.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:b9239a892e9d756f556b1184e5c7d331,1Yq8lI-X3Ry0H5c9Gctcd9rvjRsY7Qivj,1RTXscG1yEs0r12VB9z1XusWEtJDndFdC,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/35 - Feed ingles__DAGYHNAEWJA.png,UPLOAD_CANVAS/downloads/NICOLAS/35 - Feed (ingles)__DAGYHNAEWJA.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:12b2498433a78614463b12e71067df60,1PrIfvnSimozy42p-rrF6M5nJ77hXJDF_,14uiDWoLdIrWA_kfq9ZNCH_hyvTuVZo4U,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/35 - IA - Story Espanhol__DAHIPdTeGDs.mp4,UPLOAD_CANVAS/downloads/NICOLAS/35 - IA - Story (Espanhol)__DAHIPdTeGDs.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:e7a84888b3c65cae5dd99b23bc974195,1D8JucRSp0E-GDqrk-71-cLXlDja7K9Cl,1L-uR7bqodmLLZ1MZY7RC1xbZiBiDq81C,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/35 - Story ingles__DAGYHMxveOk.mp4,UPLOAD_CANVAS/downloads/NICOLAS/35 - Story (ingles)__DAGYHMxveOk.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:365052a5d04d6580ec87f8f7fd31a452,1r3ZDuB51o6W0lvJuWf6Q83s8wbpyfIpR,1-MLG_5knzGvb5A1PUeu67q8-mvg58sUF,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/36 - Feed ingles__DAGYHO-ME5c.png,UPLOAD_CANVAS/downloads/NICOLAS/36 - Feed (ingles)__DAGYHO-ME5c.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:275b7ba00aa7171e29f27ab6a74b5dc7,1Ngs_shdeXBeC6XXWDWLleiaI-_bzU1bj,11ilIkqNBO17FI6j1eRp19GCIE0XoxBLN,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/36 - IA - Story Espanhol__DAHIPT-1aOk.mp4,UPLOAD_CANVAS/downloads/NICOLAS/36 - IA - Story (Espanhol)__DAHIPT-1aOk.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:c0eceaa7662c8e71dda37eae3ae5adb3,1dEiwF4CTSqkCbMfXc_TZK7qJRKXCPELp,1CcD1Od2VJees0ZWFpiYbHp7443lWA2bO,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/36 - IA - Story Ingles__DAHD7_60JLI.mp4,UPLOAD_CANVAS/downloads/NICOLAS/36 - IA - Story (Ingles)__DAHD7_60JLI.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:96bbae5cf7ce4769e4085323cc8b9ed5,1f4VPBnCKVKm-aNWlkLkv8pIXxLd9Tzlm,1ojMGXR0KvHmRlX_JDBpCGNTgyd8n0652,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/36 - Story ingles__DAGYHFL6amw.mp4,UPLOAD_CANVAS/downloads/NICOLAS/36 - Story (ingles)__DAGYHFL6amw.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:39eb6054f7f4ded10edb2a61c1aaa305,122TPy8XgOt_ZLCgLM7DmfsSwE1qUkkuk,1vNhJezKSmQKLQU-pJwCKYVxTQ10QyESy,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/37 - Feed ingles__DAGYLUmLmRQ.png,UPLOAD_CANVAS/downloads/NICOLAS/37 - Feed (ingles)__DAGYLUmLmRQ.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:57d974bb9425d2fa554e39c8c85d415c,1urSLEM9qs7bAUxZ9bnlySoH9iWdOKk_4,1NuQkdAS_FlT7sXGieRgkuVFOtwjhnRPO,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/37 - IA - Story Espanhol__DAHIPvTrZnY.mp4,UPLOAD_CANVAS/downloads/NICOLAS/37 - IA - Story (Espanhol)__DAHIPvTrZnY.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:345b12e6a271b2bcaaeaaf7b7961e59f,1RykFLKCSVwu5pA-E4eN_7yBkkgZPoIa8,1AN3Pw0-7k7TAM4OBqaMrJVucokdL2b_m,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/37 - Story ingles__DAGYLTx9GR0.mp4,UPLOAD_CANVAS/downloads/NICOLAS/37 - Story (ingles)__DAGYLTx9GR0.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:a55ba58a8e6eeb61c41c2e7e5db0498f,1zV7NyAYXZ2cvwiP5CuSLWSGKpdcVDwL6,1AONBNpMskcgAhKhvsYbpHw6JGeQCtSJj,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/38 - IA - Story Ingles__DAHD8HANN64.mp4,UPLOAD_CANVAS/downloads/NICOLAS/38 - IA - Story (Ingles)__DAHD8HANN64.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:88cc945a43cadf92633f6dd29e01c693,1vHm82KdI7091SrpLklmVxmeEbdc7fAWy,1NxrvsIZ9-PWj_A9TP30a5r0w2hARCcnc,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/38 - IA - Story Mexico__DAHGGaVq7JQ.mp4,UPLOAD_CANVAS/downloads/NICOLAS/38 - IA - Story (Mexico)__DAHGGaVq7JQ.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,44
md5:85ca791f02d916a815795ba8b3c99ac4,1nXbPC0uJQcgoXy75g79WteiugCykfvxq,1BqLXAN71OUWnRSgfaBapgb42M_JWi0OS,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/38 - Story ingles__DAGYLpomUe0.mp4,UPLOAD_CANVAS/downloads/NICOLAS/38 - Story (ingles)__DAGYLpomUe0.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:f4e722883d072375bd738020bb23fb15,1yNcKGO3jqz4irsgjnryUjAba-WBtuZJf,1txLM7jZDjwWSmTs1nsjbmceCW5RSVj1Q,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/38- Feed ingles__DAGYLyWgb-4.png,UPLOAD_CANVAS/downloads/NICOLAS/38- Feed (ingles)__DAGYLyWgb-4.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:07acccf38a9f357ad1af309833b63249,1vDBLQDePcqopsGmsc8M-J0a6yNXi4kxn,1N5kFJSvkfjm5RsoQHKRU9BSTIU6dmsvE,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/39 - Feed ingles__DAGYL1IOW1w.png,UPLOAD_CANVAS/downloads/NICOLAS/39 - Feed (ingles)__DAGYL1IOW1w.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:06b05d7480757ec2ce3167734114299c,1JozuKj4-uPCRxFrnNiJDTwk5SeN-WL8i,1beg81_6fA3luRvCLr7EQRWxXa6s_1J7r,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/39 - IA - Story Mexico__DAHGGY4c4_A.mp4,UPLOAD_CANVAS/downloads/NICOLAS/39 - IA - Story (Mexico)__DAHGGY4c4_A.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,44
md5:9a9763a732fd6469f62039725d02c7ae,10zcLcLvH0zTK38Q90yEvRewy7kLKNAjF,1SKWGSKPagMjgAOxLqbUabfL0pgYpk_u6,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/39 - Story Espanhol__DAGl4svhQhY.mp4,UPLOAD_CANVAS/downloads/NICOLAS/39 - Story (Espanhol)__DAGl4svhQhY.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:6fa4aa607c7e56bb015cb0b3e0a5f714,1xBJC7CgUheGrsJXhhzapzY8RXmcNUiHd,1scmx0XFR-jZVeNS3XQ56ndf_MIbeFPMg,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/39 - Story ingles__DAGYL6uHS70.mp4,UPLOAD_CANVAS/downloads/NICOLAS/39 - Story (ingles)__DAGYL6uHS70.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:d588bc49eb71121492e4c2b68c003fac,1dHsfujamb_QC90Sh_dnlARuCibo6onUc,13W1QeeFjj_8na-PkeSVyWqFITrNaPj97,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/40 - Feed ingles__DAGYL_Ign24.png,UPLOAD_CANVAS/downloads/NICOLAS/40 - Feed (ingles)__DAGYL_Ign24.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:ea9d99e2d2271f7d37690a156d79c254,1Em_9BZDHzj1wYaQZqE9xtqAaddA3tNCM,19qYDXtF5IDBDZGfoWLf6RJokQaE301i1,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/40 - IA - Story Mexico__DAHGGRXYFdY.mp4,UPLOAD_CANVAS/downloads/NICOLAS/40 - IA - Story (Mexico)__DAHGGRXYFdY.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,44
md5:cb14d9ddff8e7f8fc0667410696760a7,1AGbdrxz817uFPklGvd5cJuHZ0vpSoiYK,1fDYgBwYBhggtlSh8vnYbMH_mWF1Y65Am,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/40 - Story Espanhol__DAGl4h56jnc.mp4,UPLOAD_CANVAS/downloads/NICOLAS/40 - Story (Espanhol)__DAGl4h56jnc.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:b1784c182d7a0c80c3f9a1bc29ba5520,1ORa7n0ynWgSOuuS4Gv34ywh2wzEruuZA,1koyrcHNRY85Zyaln27WoiN1eoIRx4T7I,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/41 - Story Espanhol__DAGl4vnD0BI.mp4,UPLOAD_CANVAS/downloads/NICOLAS/41 - Story (Espanhol)__DAGl4vnD0BI.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:b9ebb635144bb7121b5a5b2cc02aa2f6,1zsr5H4aFE04eU1bU7SfdIN-JPC14LGUG,183SurVzzzjdRj5M-PQ7hMPP4-FFtFV8e,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/41 - Story ingles__DAGYL-04Jr8.mp4,UPLOAD_CANVAS/downloads/NICOLAS/41 - Story (ingles)__DAGYL-04Jr8.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:0564a9b6ea5300217acd681ad8f55354,13hnqLanDFnEY2AImg2RvFJALWW-hk65d,1C1ewQULNqR2R8O0JcKc0HMkBav8-F8Xt,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/42 - Feed ingles__DAGYMAYjdqw.png,UPLOAD_CANVAS/downloads/NICOLAS/42 - Feed (ingles)__DAGYMAYjdqw.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:35145ebcc7bbbade86b1306c5df2c5e7,1V1laieQLTPKWZv7FUb72oH4mEscHRKsM,10m3GrvyRXr7KSFJDRM5LZ8VzPnhIAGdm,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/42 - Story Espanhol__DAGl9mxEyf0.mp4,UPLOAD_CANVAS/downloads/NICOLAS/42 - Story (Espanhol)__DAGl9mxEyf0.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:c90ffe81cb1f3c09ac47a49b9ceb016e,1a0YPwk9qJUHQgnY7c_tNs4hLs9R0gSVQ,1fYvcraDGAEDZVP0Oo4QNf64aZIg3PPaJ,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/42 - Story ingles__DAGYMNBVfqo.mp4,UPLOAD_CANVAS/downloads/NICOLAS/42 - Story (ingles)__DAGYMNBVfqo.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:709e95b27150b1916957ba4c1e19215a,1LsgEYCTp_h400ODXRZ_PlifJht_24p1d,1zRIlRJ_AGgZcWWr8ZwVjNM8v3yzUrd2-,UPLOAD_CANVAS/organized/NICOLAS/VID/FEED/EN/43 - Feed ingles__DAGdoMoQt10.mp4,UPLOAD_CANVAS/downloads/NICOLAS/43 - Feed (ingles)__DAGdoMoQt10.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:ea6fcb86164d29fd9690e1d28ef70f94,1PMVkDGLIzaq38eMRZXpGi-HtDNUM3uCI,1auFbiNh52EjcrTT7CcjhJZPtIMgylFSv,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/43 - Feed ingles__DAGYMGMaURI.png,UPLOAD_CANVAS/downloads/NICOLAS/43 - Feed (ingles)__DAGYMGMaURI.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:34e1d18125ef4d5c1e9d0dc5fec5d131,1eGYTh90NEslclcwwkPfPY9Ys7UvYXZeC,1986f---TiB2tqmykm3s987raxkApnfS1,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/43 - Story Espanhol__DAGmCg5-0D0.mp4,UPLOAD_CANVAS/downloads/NICOLAS/43 - Story (Espanhol)__DAGmCg5-0D0.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:38548b38d6ce070725e22d1ad2ffee52,1Qh-jTyyd98Qr6Um3zBjVG0KYJnhS8sAM,1hh59nIzuKANOVJ1ZV89mS9UUe1vAjRz4,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/43 - Story ingles__DAGdn3dxHho.mp4,UPLOAD_CANVAS/downloads/NICOLAS/43 - Story (ingles)__DAGdn3dxHho.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:4eb52d75bb2744fbd522bdaf2825039c,1RqFaOIjPDIafvPU0kqyLflb0LLEWq7Rp,1rji7tm4zPgv3yRipid8yYJR4FAwt3TIw,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/43 - Story ingles__DAGYMBvaUto.mp4,UPLOAD_CANVAS/downloads/NICOLAS/43 - Story (ingles)__DAGYMBvaUto.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:2c357b0e554d6c5432bafff7099df604,1a1VobEtBhuCOOxWIN9BUUOsr5kP1fNRy,1wctrxsivZZhlRCvxweOFvIYZPI4MklOD,UPLOAD_CANVAS/organized/NICOLAS/VID/FEED/EN/44 - Feed ingles__DAGdoMiR5eo.mp4,UPLOAD_CANVAS/downloads/NICOLAS/44 - Feed (ingles)__DAGdoMiR5eo.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:8e03c7f72d9f70cad22983097627869b,1EIjLsBcOcRlA_ORM5ypHO9e1C4nN0OFU,1tnGLNuET32C2BDe_RGeqCWs_pBYGFpEg,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/44 - Feed ingles__DAGYMeSu83c.png,UPLOAD_CANVAS/downloads/NICOLAS/44 - Feed (ingles)__DAGYMeSu83c.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:02ce6b040d2bcd2278a6b14d5977b5bc,1qcY9xQSdnys-zqaP0hVnMbWv-JVC-hIa,180-ItdqUDlWmIwLnsxDJd4Z5pME_Q5HS,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/44 - Story Espanhol__DAGmClUoK4o.mp4,UPLOAD_CANVAS/downloads/NICOLAS/44 - Story (Espanhol)__DAGmClUoK4o.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:7339e00c966a4a5e3ce787be03698625,1TZu1EjFG0a0x-9qNDz3qjigLfvLDhwcw,1NDX5Ubu8H3Ot7Y0JTCD5E70YOCTbS4rx,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/44 - Story espanhol__DAGT9ra641Y.mp4,UPLOAD_CANVAS/downloads/NICOLAS/44 - Story (espanhol)__DAGT9ra641Y.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:10d7db3fc4275eef4e3ca622aeca38e7,1FugwJSL_aBVzIMLwCWEUmmyvQIwr4QRf,1gr5ZvKidLSwikVhjDOE5BLe-EfIPaUbx,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/44 - Story ingles__DAGdoAs-p1k.mp4,UPLOAD_CANVAS/downloads/NICOLAS/44 - Story (ingles)__DAGdoAs-p1k.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:26355af2aaa546fcc3bca5e17cdd616f,1JWkGsDQ9QJpJjAqHnl-YvAb4wmka1YhY,1rXWkCPpk16cTTmtQB3EQAsZDmso97HBh,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/44 - Story ingles__DAGYMNZuonE.mp4,UPLOAD_CANVAS/downloads/NICOLAS/44 - Story (ingles)__DAGYMNZuonE.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
