dedup_key,kept_drive_id,skipped_drive_id,kept_relative_path,skipped_relative_path,reason,kept_score,skipped_score
md5:92ea2b6c743fd2bd6c15521e2582494a,1fFae4Dpqqij09HP27mlFmfM1wd_Dk9G7,130gFVb4WrmKYYbfa-oqRJD78TVHgeQft,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/65 - Story ingles__DAGeNMb1t18.mp4,UPLOAD_CANVAS/downloads/NICOLAS/65 - Story (ingles)__DAGeNMb1t18.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:4363cc325417fe78f8956264b93297b8,1KY8gebDj9kHT727BJP1HCtKNNUKnc928,1WO032_CPNz8xKMbsfRbWkmwkr3407pqN,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/65 - Story Ingles__DAGz6e4ivkM.mp4,UPLOAD_CANVAS/downloads/NICOLAS/65 - Story (Ingles)__DAGz6e4ivkM.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:40f4a20fda103a12a2b23b5d61f8787c,1Kp-B-vQIOiLBV0uLJo2aX7Wp3hEYGAHS,1Gs1HbvOldd1mr83M1hG0lTqGUSOrgaPt,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/65 - Story ingles__DAGZHD_o3RU.mp4,UPLOAD_CANVAS/downloads/NICOLAS/65 - Story (ingles)__DAGZHD_o3RU.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:1b2d099f239e10c2f87bffdcfcae13d3,1tQycZkQSHVxmogxmrs9sKf-6ATvBHcZX,1fxFPUYWY7YjM7vhoFJQ_TowGSJC9i3wP,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/66 - Story ingles__DAGeQG-HNPg.mp4,UPLOAD_CANVAS/downloads/NICOLAS/66 - Story (ingles)__DAGeQG-HNPg.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:ea0b879f1105340e67caff50a54a85f6,198SdjZOUD8HX4SxdgXb8OwLG7Fx0dtJe,1cTngi6SgNGaQWlXhwDW8nl3r8dSryM1C,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/66 - Story Ingles__DAGz6sgW2og.mp4,UPLOAD_CANVAS/downloads/NICOLAS/66 - Story (Ingles)__DAGz6sgW2og.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:3d9621b5dbaf7ec60082c3086063ca9c,13cS6mvZp7fhtuW2JCY-loXou_OA6BoXa,11bv4pocVKPvIB72g3ifkvdKKiD7Thcya,UPLOAD_CANVAS/organized/NICOLAS/VID/FEED/EN/67 - Feed ingles__DAGZIcg6wXY.mp4,UPLOAD_CANVAS/downloads/NICOLAS/67 - Feed (ingles)__DAGZIcg6wXY.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:ff24b848494a3af7d4f7c9c6413c729a,1TgtutyPA1aiiGhib9ExAnXq0eGrlb7WH,1vY0CKTuWT0414PN-0e3sZMNnGUrrZGpq,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/67 - Story ingles__DAGeP5iunmY.mp4,UPLOAD_CANVAS/downloads/NICOLAS/67 - Story (ingles)__DAGeP5iunmY.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:a666d949bf3a1cd89290ed233ca66df8,18XK7yeVXuRCy6-fWPyUY-j2_ZfX5mDAl,1ldtnUAaRy3SoaToDwPM9xGHVxw3dO_4Y,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/67 - Story Ingles__DAGz6hZsRZ8.mp4,UPLOAD_CANVAS/downloads/NICOLAS/67 - Story (Ingles)__DAGz6hZsRZ8.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:bed167a788d8861a50c32a3843996d69,1XBqJpubJeaG79fYFUJ3pvaMkalVy_0by,1lRfXHsYlgp5JrN1EAuXLOkjnOWjcdp_H,UPLOAD_CANVAS/organized/NICOLAS/VID/FEED/EN/68 - Feed ingles__DAGZJJPn4O8.mp4,UPLOAD_CANVAS/downloads/NICOLAS/68 - Feed (ingles)__DAGZJJPn4O8.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:b184bbaf9471b97a6940c02b6b38679c,1bV4VtI43Roqq58ysCjNGPbLaj9O4zIS3,16wy7ajENCSVsGjZ1QyEVpwYto885Mt-E,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/68 - Story ingles__DAGeQELSyDA.mp4,UPLOAD_CANVAS/downloads/NICOLAS/68 - Story (ingles)__DAGeQELSyDA.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:f223d72ece9b5aba6d4714234bcd8d0d,1ZKc4t0O96HQpdzq8LatpNtrUV1WNKrXS,1jGCEZ0n19JMgKUnsZoOuiDmH_MyYn-pQ,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/68 - Story ingles__DAGZI_npb9o.mp4,UPLOAD_CANVAS/downloads/NICOLAS/68 - Story (ingles)__DAGZI_npb9o.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:65bcd9e9901e279e48f29d3c485797c8,1Hhm7XgsSMbqL9Xt6HSSqPnRA7cUwoEKM,11fLI9z7wLre8nwnS3cHddPTn9uqoak5r,UPLOAD_CANVAS/organized/NICOLAS/VID/FEED/EN/69 - Feed ingles__DAGZJA4c4Fo.mp4,UPLOAD_CANVAS/downloads/NICOLAS/69 - Feed (ingles)__DAGZJA4c4Fo.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:67d30e3a1dd50fecd500f768d7ff7c0f,1ehEl-rRLrx4kBbHT3tsdHZj2qAa_UbQC,1uFWyLdDzSqPZOpDRsPFhEPrkkV0PyDG7,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/69 - Story Ingles__DAG1ri6dQH0.mp4,UPLOAD_CANVAS/downloads/NICOLAS/69 - Story (Ingles)__DAG1ri6dQH0.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:b1908429fa7156c054a1ab764b438e57,1OygpjxfevQGWo3ZaV6yMTpTrdFhNfjjf,1l9WTH9uNPue4KlqpbLFrfUVP87MeZWUo,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/69 - Story ingles__DAGZJGICBGc.mp4,UPLOAD_CANVAS/downloads/NICOLAS/69 - Story (ingles)__DAGZJGICBGc.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:0caaf24fcb6493744cd28816bc3e6430,1DHgkz-1LyDBpNnt3V4LtSF7g2Cm0Iucj,1KxvSJe2mtPYb9d0_CGdwArZs0HWZLbvV,UPLOAD_CANVAS/organized/NICOLAS/VID/FEED/EN/70 - Feed ingles__DAGeNEtb24g.mp4,UPLOAD_CANVAS/downloads/NICOLAS/70 - Feed (ingles)__DAGeNEtb24g.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:2276008ce56b6e8b7c431c8fbc887f78,1dRV3-9Vz_Lj4dTp5i1lFTTcUpsvcjLVJ,1QnmI8mha_Lam-xk8htMYY_ivsJ_0izYJ,UPLOAD_CANVAS/organized/NICOLAS/VID/FEED/EN/70 - Feed ingles__DAGZJITdgvg.mp4,UPLOAD_CANVAS/downloads/NICOLAS/70 - Feed (ingles)__DAGZJITdgvg.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:23edc9c038a4dfb6866e31f3afc17557,1sg7Tub-_VciM_pmbndsS4u1wkzE2KcKP,1sBQqjHgraJvOBtEhRPStOirFhVqVXnFL,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/70 - Story Ingles__DAG1zlEQN4k.mp4,UPLOAD_CANVAS/downloads/NICOLAS/70 - Story (Ingles)__DAG1zlEQN4k.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:f06868370dfffd3a1ff06efc62aac95e,1RHXorJ9kQgjB7CeMUvDfun755KAv-GhX,1q12nX70mcoH_ZuE4qQ8UbC9yVgsDiTHZ,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/70 - Story ingles__DAGZJN_uiNw.mp4,UPLOAD_CANVAS/downloads/NICOLAS/70 - Story (ingles)__DAGZJN_uiNw.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:1915479525240b3acd27d7acaa642d56,1Nq_wvyXAur7vh8c148qTobPZyN20kEId,1a8npqlwQP0SbPZuLLessW7iyo3e_8UiX,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/71 - IA - Story Ingles__DAHEghJjj94.mp4,UPLOAD_CANVAS/downloads/NICOLAS/71 - IA - Story (Ingles)__DAHEghJjj94.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:8d14d1d285da73524a91e5ac4073c3cb,1vTCeESPMvn35_VH4A90-tcFHIXhB6E99,1zxbkLES0OgGj2OYzVntKhGGAl_ZKCkgm,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/72 - IA - Story Ingles__DAHEgv_dh1w.mp4,UPLOAD_CANVAS/downloads/NICOLAS/72 - IA - Story (Ingles)__DAHEgv_dh1w.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:7c7d0e95c355e0ecdde460fd3431bb23,1PuavaM1XGZnpCIznkvViQ1NCgrfdUCnR,1N1mRtwCOAEJkZuYSBZxquXJ0A8DHrxPd,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/72 - Story Ingles__DAG1zqifMT4.mp4,UPLOAD_CANVAS/downloads/NICOLAS/72 - Story (Ingles)__DAG1zqifMT4.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:6acdaa77426109bb124aca4c49c6b6e3,1SmRVoTl6eeUhoVHibNHMEcE3Ab39eYZs,1AtBhOurncsL0bgvxquO2-ZJwu7cWAgub,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/72 - Story Ingles__DAGeScMdRJ8.mp4,UPLOAD_CANVAS/downloads/NICOLAS/72 - Story (Ingles)__DAGeScMdRJ8.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:d7ea3d08be3569016e0859c051d7e24e,10z2XXW6liabJ5WJNNJvRZAZX_U-uw7M5,1LjobkAKBUkpORJ_DYvpzuBz1GIANFfHF,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/73 - IA - Story Ingles__DAHEgqqQrs4.mp4,UPLOAD_CANVAS/downloads/NICOLAS/73 - IA - Story (Ingles)__DAHEgqqQrs4.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:81a2b02de8a27d488926f634e61326c7,1-wljc65eJSPlYmmu0b_qXgpjhK0ZCcZC,1_B-dNbenG-4GCMzbnYWVINIWd3zco_gR,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/73 - Story Ingles__DAG1uSu9wqo.mp4,UPLOAD_CANVAS/downloads/NICOLAS/73 - Story (Ingles)__DAG1uSu9wqo.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:2c847c061023393a31a855bd4dee1028,1cHW49vHYSjAOdvrbmC_2OJbcoEirMuO6,1bTt-7r11TD0LEcYeW904MPI6f5LVRM6S,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/73 - Story Ingles__DAGeSZ4WW20.mp4,UPLOAD_CANVAS/downloads/NICOLAS/73 - Story (Ingles)__DAGeSZ4WW20.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:3c24f36e3ecd6bb9fbb0a65502e85303,18EbsQZJuF-VT0gHYB2gqCBdeqsFicR9i,1Djry6xCGvfQTxMuo7nPwj5mzA8fof6q1,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/74.2 - Story Ingles__DAGeSSQv5BI.mp4,UPLOAD_CANVAS/downloads/NICOLAS/74.2 - Story (Ingles)__DAGeSSQv5BI.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:b343e818140a9bfb41209e48812a5bb5,1YG9CdB2JbqwKYDXeM_QnRLugW6Osj-S1,1lx3el8gftIjfhbcZPWoXV1gNF2Tmh1Tl,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/75 - Story Ingles__DAG1zpsqCIY.mp4,UPLOAD_CANVAS/downloads/NICOLAS/75 - Story (Ingles)__DAG1zpsqCIY.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:7d56e8b857ae91f2723974490cf1d39c,1R8P28-erIOnCpW5RuEGcR_vBmM5wHib5,1mEs6yPACCb7hUNiXBEz32x-BeY5EeTL9,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/76 - Story Ingles__DAG1uk5mkzk.mp4,UPLOAD_CANVAS/downloads/NICOLAS/76 - Story (Ingles)__DAG1uk5mkzk.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:40f1d000d74b92665a2791574954c440,1nkdDWoHdobR9eHcAQsuvsbIw4zVJQ4CP,1CNhGr3e8QIzmmpG5K4arJsdsAWRtjdL0,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/77 - Story Ingles__DAG1ukkigFY.mp4,UPLOAD_CANVAS/downloads/NICOLAS/77 - Story (Ingles)__DAG1ukkigFY.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:77e287756dc9794d98f1d722c3ef4f6a,1x5JXN9Ca3eLp_Bn74iBI48Rsg8-i7Ck9,1B2MK8RCKInW37LqpbPSefMxqgaYVP3RA,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/77 - Story ingles__DAGepJBKv-o.mp4,UPLOAD_CANVAS/downloads/NICOLAS/77 - Story (ingles)__DAGepJBKv-o.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:b072d4ec75076d24bdaf73e34d173e40,1KmIWBoa8uARAwb6aVAgP5JxuraWPksjd,1BJK0B3krhjBH4fBhvYA989wqAlwiBhZ-,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/78 - Story ingles__DAGeo8fLhBU.mp4,UPLOAD_CANVAS/downloads/NICOLAS/78 - Story (ingles)__DAGeo8fLhBU.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:ce9336ef74515e327a78b93ad5fecf62,1_K6TrtH-BQcJ0d1xFl6ivvZZTEuyB49Z,1hLJaDJzztQz-7KJnqN9YvqU_SjuDNwLG,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/79 - Story Ingles__DAG5JyjQ9V4.mp4,UPLOAD_CANVAS/downloads/NICOLAS/79 - Story (Ingles)__DAG5JyjQ9V4.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:72175cc97d88a8414a84a6153b2c88ea,1CM3pySropFbf3UZE9wiyVzKK2lrYCEJ5,149ymAquVywka5lLiBhG46UrMscRUhg9W,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/79 - Story ingles__DAGepIHhMiQ.mp4,UPLOAD_CANVAS/downloads/NICOLAS/79 - Story (ingles)__DAGepIHhMiQ.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:3db0edcbc552201a21e644698a31136b,1NuTZTpvZmhzjBuKOvYcHCig9Pzm4mtda,1174FcrhCL9Zr8ZT3PNLn7QA48H5-hcI1,UPLOAD_CANVAS/organized/NICOLAS/VID/FEED/EN/80 - Feed Ingles__DAG5JwoGOq8.mp4,UPLOAD_CANVAS/downloads/NICOLAS/80 - Feed (Ingles)__DAG5JwoGOq8.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:60f48c32665369c9e6594f73d42b5c70,10_u1TAi_GFMP3pXz_upvT5V6T6JHx6cK,17RAZ_IpVUJT0xJVL6-PlSbbb3ufKZfNv,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/80 - Story Ingles__DAG5J8an6ro.mp4,UPLOAD_CANVAS/downloads/NICOLAS/80 - Story (Ingles)__DAG5J8an6ro.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:0d67a7f13c857d21053737ba4061e76d,1sZXDEzIRDqaMBgQa6NTZQOxFBLvEDVH_,1_NslAGnSsm_1wkYB3988PSrowiZ446MI,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/81 - Story Ingles__DAG5KKLvJgQ.mp4,UPLOAD_CANVAS/downloads/NICOLAS/81 - Story (Ingles)__DAG5KKLvJgQ.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:57e84a539a4a0b80588f26ada64ba81e,1wPm8j6_Qe3CgY_y2ZibG-ReSxAP6e_g4,1Fc3j82cuqLcYCTyvk5-nx6f3EZDkdbBP,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/84 - Story Ingles__DAG5Ktj61zU.mp4,UPLOAD_CANVAS/downloads/NICOLAS/84 - Story (Ingles)__DAG5Ktj61zU.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:b8023225aeeffe0fe7f38de7213eed53,1Q67xacXiycFFazQwKPaZj2g_Q6nlofqR,1FlLqz8ULcHkMA-V6jZ-S5N6qjiwu0Fsu,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/87 - Story ingles__DAGi2i1qxvo.mp4,UPLOAD_CANVAS/downloads/NICOLAS/87 - Story (ingles)__DAGi2i1qxvo.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:d8bbdc50581d634845b56fbca69f43b8,15vVhiExCtmn6NbQ9aHaHuY8HEEbkpAIM,17zrtHqeXPxKCELC-P3DE06WkdtG5hPLK,UPLOAD_CANVAS/organized/NICOLAS/UNKNOWN/STORIES/EN/90 - Story Ingles__DAG5KdHdKrw.zip,UPLOAD_CANVAS/downloads/NICOLAS/90 - Story (Ingles)__DAG5KdHdKrw.zip,DUPLICATE_MD5_OR_SAME_KEY,-28,-36
md5:fadc78365b843f93cbf6e36ae2b12f1c,14G40kGkLQOciSksMT7r8qQxDG71jngLU,1YYf-OrOvUujWZ3irIFpGXBx2yohSMD_g,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/91 - IA - Story Ingles__DAHGSwSv5Bs.mp4,UPLOAD_CANVAS/downloads/NICOLAS/91 - IA - Story (Ingles)__DAHGSwSv5Bs.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:7091513f19e17c2ee04a7934beeed5ac,1hugX_g3B8vFuCeJECuNnbiiVfvaC83oW,1Q0YhuOnb73OvgtF1WAfhPggNqOONdvJE,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/92 - IA - Story Ingles__DAHGTFVB574.mp4,UPLOAD_CANVAS/downloads/NICOLAS/92 - IA - Story (Ingles)__DAHGTFVB574.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:48d3aa7eb9b3b3b9bffb02f41eb947ee,13j5F8f-9L9S-rqKNtr2qN2FuiGzdTLOi,12CoT6qSTT8xqwFvByi9DQM37hhQFDSw0,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/93 - IA - Story Ingles__DAHGTJXGAwY.mp4,UPLOAD_CANVAS/downloads/NICOLAS/93 - IA - Story (Ingles)__DAHGTJXGAwY.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:30e1e8238a5144bb529bbe650c4bda8b,1PfR9j6sCQ-n-X978HwnWiYvXI3iPJj_n,1U_sYj4_HiWU41Ph2DMPwjxgS4Q-U2g58,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/100 - IA - Story Ingles__DAHGfRcda1M.mp4,UPLOAD_CANVAS/downloads/NICOLAS/100 - IA - Story (Ingles)__DAHGfRcda1M.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:b905916eeb44c9608c330a873d6a6911,1zm8TOSe7Nerck5CRLPtcO1m8O-RfUe2w,1q1b2Xnv6bFvAfIqpDVvCFj3Ds3kFXWcz,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/101 - IA - Story Ingles__DAHGffhDYO8.mp4,UPLOAD_CANVAS/downloads/NICOLAS/101 - IA - Story (Ingles)__DAHGffhDYO8.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:8ba486192ac15e80376337a7eb160850,14FlPu1yhLqq5381eD4SXA81_5TIBYfna,1WMt5SuwLnKf4yn2mFc9BrrDw9EdUVXGi,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/102 - IA - Story Ingles__DAHGfUOFLKw.mp4,UPLOAD_CANVAS/downloads/NICOLAS/102 - IA - Story (Ingles)__DAHGfUOFLKw.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:5e49259f3700af9b7f9aac9773b44665,1fwvXKv7ObSvRo87kzI2IHKw4BhTKaPoD,1yRAlj0r-jH1iAsAayAdxJsnChDw-q9_B,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/103 - IA - Story Ingles__DAHGvXQM3o8.mp4,UPLOAD_CANVAS/downloads/NICOLAS/103 - IA - Story (Ingles)__DAHGvXQM3o8.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:077253be08a308e7de0f800ef1574b3b,1pKn1cfdbi_ttZOkYFa6Ub41KYFePvlXP,1dCSvAzLRZvpB2JKg1adQ4QfcpzrNwcj-,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/104 - IA - Story Ingles__DAHGvpYoqUk.mp4,UPLOAD_CANVAS/downloads/NICOLAS/104 - IA - Story (Ingles)__DAHGvpYoqUk.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:eeaa44035633c6fa1d49bc0eff494a29,1v5DZ_Ug6l08cm5p8vX-RhM3011-pNiO-,1RilWlFcAR35btRkWUtTiVFyqAWc9Tu0I,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/105 - IA - Story Ingles__DAHGvp9eke0.mp4,UPLOAD_CANVAS/downloads/NICOLAS/105 - IA - Story (Ingles)__DAHGvp9eke0.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:2422794f5bcd2e25907cb283f5ae7cfe,1TcHohW1c8OSQjo1gibiQbAhzg2rP7LFi,15ga6YZrWRNxplMGFaWw2g6HjgkOtDwTH,UPLOAD_CANVAS/organized/NICOLAS/IMG/STORIES/EN/Copia de 61 - Story Ingles 1080 x 1080 px__DAGqPg5bAms.png,UPLOAD_CANVAS/downloads/NICOLAS/Cópia de 61 - Story (Ingles) (1080 x 1080 px)__DAGqPg5bAms.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:38191983103fdf244baf6f97ba8eeecf,1dXh3natKRG9PtcPoEnTflkz08SXrUWJK,1JoJa3lf94yPwjt6FN5ZIJ1oqi5Phrf8B,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/Copia de 61 - Story Ingles__DAGqPv0xn_w.mp4,UPLOAD_CANVAS/downloads/NICOLAS/Cópia de 61 - Story (Ingles)__DAGqPv0xn_w.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:45580c935cf57fe1d8ff064d40126ab1,1yCQUXvvEv_NwGsgRGhATDskHyHi9l0ou,1iH73gPYQ9GiCd7RD7UmdpcitsMkwfILV,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/04 - Story Ingles__DAGS_V1OqhU.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/04 - Story Ingles__DAGS_V1OqhU.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:b46e7b3d6e3a62c90a1fc8f23143836a,1p_U6OXLeP9_RP1iyEY8-L76IoSHyw78l,1imC2or9DgE26aAZzRnBOupbR8A5-Hnr8,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/08 - Feed ingles__DAGVqdXP8jI.png,UPLOAD_CANVAS/downloads_V3/NICOLAS/08 - Feed ingles__DAGVqdXP8jI.png,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:e0055c267a78bfcd0e9080bf6cd14d4b,1NLo-TIqH9CUQLBSXmX2fxk5yj_dLcMS2,1VIoMBO06NyHteN-Pjon313VBf_si-VPC,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/09 - Feed ingles__DAGVqU2gobM.png,UPLOAD_CANVAS/downloads_V3/NICOLAS/09 - Feed ingles__DAGVqU2gobM.png,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:4272cda46c40d0cef56184b8d2f04867,1JXU0Ntig-kvb9kj0L9em3XkuqMbLM0FB,1f9sWR4dAIuMbDohnprtFrCZmm5ooifB1,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/10 - Feed ingles__DAGVqflee04.png,UPLOAD_CANVAS/downloads_V3/NICOLAS/10 - Feed ingles__DAGVqflee04.png,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:f883f13e332ae2a4a0dd3ea5f2cb7ab3,1Riwr2p0Uz3kbSdWVXbjZUwFxSd7tkAF6,1S4BsB1O5N9NiqYi-b1fK0rOkdSFe7DNU,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/10- Story ingles__DAGVqWg0NKo.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/10- Story ingles__DAGVqWg0NKo.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:746303042e3c8938006df4da84c38765,1w7Od9SQFlhO30EcxfwQFaCE9SYhAV6HZ,1TmR3cc3Kiodfr_FAVcNf7zxDjGbwuAca,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/11- Story ingles__DAGVqVGhIxY.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/11- Story ingles__DAGVqVGhIxY.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:dda0d8224767d5ffdf21508ba55fe765,1EmTp_SO0tGNaVhwmH27wN2BjxFA8inpc,1anXudzwOrSoJ91kfR0TjmwZJ9Z3U6bMb,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/19 - Feed ingles__DAGV1P-ynkE.png,UPLOAD_CANVAS/downloads_V3/NICOLAS/19 - Feed ingles__DAGV1P-ynkE.png,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:a8938483903b001dbf0ddf5ff90d3f20,1jcQGZ0zcm2d2LhcpI3hizNgHkXxKZGIU,1t-L7qT87cOgx311qyTe4r6ByDd5yM3XE,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/20 - Feed ingles__DAGV1Hna8l8.png,UPLOAD_CANVAS/downloads_V3/NICOLAS/20 - Feed ingles__DAGV1Hna8l8.png,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:e106baaadc919cecaedaa4cc5fa505ba,1L3Ff0psmonBrlvIqNmqpmbjTKIC2Q3i-,1QjEIJ817jaAEcoIt950aB8ta9yK1n2rb,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/20 - Story ingles__DAGV1BSxIJg.mp4,UPLOAD_CANVAS/downloads_V3/NICOLAS/20 - Story ingles__DAGV1BSxIJg.mp4,DUPLICATE_MD5_OR_SAME_KEY,81,73
md5:dfdb40215f5a6bbfdb59a82cee1f4ea9,1fXxMkcpwNqIVVnnr3JlzN4UvJ5cwsOM5,1SVY2vGm7G6OWz8liX6uCPDcEa7toapkY,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/21 - Feed ingles__DAGV1TcOtKY.png,UPLOAD_CANVAS/downloads_V3/NICOLAS/21 - Feed ingles__DAGV1TcOtKY.png,DUPLICATE_MD5_OR_SAME_KEY,81,73
