drive_id,original_filename,relative_path,source_top_folder,mime_type,extension,format,size_bytes,width,height,aspect_ratio,placement_fit,duration_ms,md5_checksum,created_time,modified_time,vertical_guess,vertical_confidence,vertical_reason,vertical_keyword,status,proposed_action,notes
1tED2eTNWnxgvdifFfsJdV_MjnnCJ8A5G,10 - Feed (alemanha) +2 RM GP 1080 px × 1080 px há 1 ano.png,UPLOAD_CANVAS/downloads/NICOLAS-v1/10 - Feed (alemanha) +2 RM GP 1080 px × 1080 px há 1 ano.png,downloads,image/png,png,IMG,360924,1080,1080,1:1,FEED,,c2b1e7522c3e36af18b223a067e73b1c,2026-06-08T14:43:47.523Z,2026-05-29T14:50:43.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1M95IoE1Co73_DS7Q-FS2OCc_vtNmUQLn,10 - Story (alemanha) +2 RM GP Story há 1 ano.mp4,UPLOAD_CANVAS/downloads/NICOLAS-v1/10 - Story (alemanha) +2 RM GP Story há 1 ano.mp4,downloads,video/mp4,mp4,VID,700102,1080,1920,9:16,STORY,14999,1b6ff666bc1ab3f1fc4f3aa1df2d0b00,2026-06-08T14:43:47.539Z,2026-05-29T14:49:31.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1eaY3AuT2Y0Iax_c6NldVuQwCiVl-MxCU,11 - Feed (alemanha) +2 RM GP 1080 px × 1080 px há 1 ano.png,UPLOAD_CANVAS/downloads/NICOLAS-v1/11 - Feed (alemanha) +2 RM GP 1080 px × 1080 px há 1 ano.png,downloads,image/png,png,IMG,273666,1080,1080,1:1,FEED,,1b074d6e0a817ed96b1cafe55fdb55fe,2026-06-08T14:43:47.513Z,2026-05-29T14:49:14.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1DKLhtRVz3-HtsY33xjulyqzouy0NqiGO,11 - Story (alemanha) +2 RM GP Story há 1 ano.mp4,UPLOAD_CANVAS/downloads/NICOLAS-v1/11 - Story (alemanha) +2 RM GP Story há 1 ano.mp4,downloads,video/mp4,mp4,VID,719412,1080,1920,9:16,STORY,14999,9e601ad184faf652db507db9774d6d0e,2026-06-08T14:43:47.774Z,2026-05-29T14:50:11.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1-uOJuv1C5lQBVoTDEueg_TWAsggJ5j6C,11- Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.png,UPLOAD_CANVAS/downloads/NICOLAS-v1/11- Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.png,downloads,image/png,png,IMG,243669,1080,1080,1:1,FEED,,10815d97e57d09455248a5120c12c46e,2026-06-08T14:43:47.814Z,2026-05-29T14:48:49.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1KEAasS1KxX095wHPrwmFS27CHoIVmOd0,12 - Story (ingles) +2 RM GP Story há 1 ano.mp4,UPLOAD_CANVAS/downloads/NICOLAS-v1/12 - Story (ingles) +2 RM GP Story há 1 ano.mp4,downloads,video/mp4,mp4,VID,527550,1080,1920,9:16,STORY,13999,9d8e2f7e7beb5fa465a0c7b0b1319c43,2026-06-08T14:43:50.062Z,2026-05-29T14:48:41.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1u1HdUXcmWVVDkJ7aWFJf-sQgW4uiqRsR,12- Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.png,UPLOAD_CANVAS/downloads/NICOLAS-v1/12- Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.png,downloads,image/png,png,IMG,252910,1080,1080,1:1,FEED,,4900ddeb91dfa5de5b5b6e0ba4bf78f2,2026-06-08T14:43:49.986Z,2026-05-29T14:48:23.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1SN2rdw3SIOdqtNCQhhd0W9QqaPmuuipe,13 - Feed (espanhol) +2 RM GP 1080 px × 1080 px há 1 ano.png,UPLOAD_CANVAS/downloads/NICOLAS-v1/13 - Feed (espanhol) +2 RM GP 1080 px × 1080 px há 1 ano.png,downloads,image/png,png,IMG,514846,1080,1080,1:1,FEED,,d1bffaa9ed300152d24f0cdf34106fad,2026-06-08T14:43:50.119Z,2026-05-29T14:53:38.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
11skougWqtF-PissD1qAVyK3t7JoTuvq6,13 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.png,UPLOAD_CANVAS/downloads/NICOLAS-v1/13 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.png,downloads,image/png,png,IMG,187140,1080,1080,1:1,FEED,,25e170ec6dfa506379682af2fbcc782a,2026-06-08T14:43:50.048Z,2026-05-29T14:48:15.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1IZKwvn_e5E8fwmNvUgBEZk9e0rob7aA7,13 - Story (espanhol) +3 GP Story há 1 ano.mp4,UPLOAD_CANVAS/downloads/NICOLAS-v1/13 - Story (espanhol) +3 GP Story há 1 ano.mp4,downloads,video/mp4,mp4,VID,827376,1080,1920,9:16,STORY,10999,64e29fb9c5716166e5e1eb7501ac054f,2026-06-08T14:43:50.053Z,2026-05-29T14:54:30.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
16fGtT-vw5LhJPCj9SMr-gOMUg7QnEU12,14 - Feed (espanhol) +2 RM GP 1080 px × 1080 px há 1 ano.png,UPLOAD_CANVAS/downloads/NICOLAS-v1/14 - Feed (espanhol) +2 RM GP 1080 px × 1080 px há 1 ano.png,downloads,image/png,png,IMG,399870,1080,1080,1:1,FEED,,588f671cbb16276d4028379c598670c9,2026-06-08T14:43:50.232Z,2026-05-29T14:53:32.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1fcTtGNXoecvBcJ4aoPI-5nXot5P4XM9m,14 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.png,UPLOAD_CANVAS/downloads/NICOLAS-v1/14 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.png,downloads,image/png,png,IMG,519886,1080,1080,1:1,FEED,,4f49618851f601870bd4e2fe5ae02b27,2026-06-08T14:43:50.236Z,2026-05-29T14:47:49.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1LKJqHrkq0U1BeEm-s2hscw75JE3Y2Tc9,14 - Story (espanhol) +2 RM GP Story há 1 ano.mp4,UPLOAD_CANVAS/downloads/NICOLAS-v1/14 - Story (espanhol) +2 RM GP Story há 1 ano.mp4,downloads,video/mp4,mp4,VID,742006,1080,1920,9:16,STORY,10999,a3dd612669fb58224be0f8ae31aa0a0a,2026-06-08T14:43:50.104Z,2026-05-29T14:54:13.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1KBPQqGyXUan4MjlCczwDil-5f2IKn3cw,14 - Story (ingles) +2 RM GP Story há 1 ano.mp4,UPLOAD_CANVAS/downloads/NICOLAS-v1/14 - Story (ingles) +2 RM GP Story há 1 ano.mp4,downloads,video/mp4,mp4,VID,1127148,1080,1920,9:16,STORY,13999,3e1ca1395f6b0b156b60ad9e39eb86cf,2026-06-08T14:57:11.443Z,2026-05-29T14:48:06.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1sVJqZzVzIGtc8AGH-AuQDo5andWty5se,15 - Feed (espanhol) +2 RM GP 1080 px × 1080 px há 1 ano.png,UPLOAD_CANVAS/downloads/NICOLAS-v1/15 - Feed (espanhol) +2 RM GP 1080 px × 1080 px há 1 ano.png,downloads,image/png,png,IMG,355695,1080,1080,1:1,FEED,,4e965e3056d70f584bfcb6b8ec1977ed,2026-06-08T14:43:50.178Z,2026-05-29T14:50:19.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1k-zDzg4mJoLqZTk4dk1aYD-iht0fTiJt,15 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.png,UPLOAD_CANVAS/downloads/NICOLAS-v1/15 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.png,downloads,image/png,png,IMG,478957,1080,1080,1:1,FEED,,4bc26b09ae9cf4cdbdff212ba90077b7,2026-06-08T14:43:50.082Z,2026-05-29T14:47:25.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1CEp7bAZzT-iddfv_UdCweoM5opEz2EAl,15 - Story (espanhol) +2 RM GP Story há 1 ano.mp4,UPLOAD_CANVAS/downloads/NICOLAS-v1/15 - Story (espanhol) +2 RM GP Story há 1 ano.mp4,downloads,video/mp4,mp4,VID,523075,1080,1920,9:16,STORY,10999,3505ac0150905038db70cd40c800f71b,2026-06-08T14:43:50.111Z,2026-05-29T14:50:36.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1NJw5FbV6vsU_sMl7IIlo47Qa8ZNsb6AH,15 - Story (ingles) +2 RM GP Story há 1 ano.mp4,UPLOAD_CANVAS/downloads/NICOLAS-v1/15 - Story (ingles) +2 RM GP Story há 1 ano.mp4,downloads,video/mp4,mp4,VID,1142331,1080,1920,9:16,STORY,13999,016d2cc8f3b859941f05c103e22fef7f,2026-06-08T14:57:12.691Z,2026-05-29T14:47:42.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
10PWrPoZYbxb752iBHOpFVNHPgcBwzeV4,16 - Feed (espanhol) +2 RM GP 1080 px × 1080 px há 1 ano.png,UPLOAD_CANVAS/downloads/NICOLAS-v1/16 - Feed (espanhol) +2 RM GP 1080 px × 1080 px há 1 ano.png,downloads,image/png,png,IMG,509226,1080,1080,1:1,FEED,,5faf844fabd73638a26efb685244603b,2026-06-08T14:43:51.351Z,2026-05-29T14:53:08.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1LcnigSIcPzpJ0G35qaACC7dECJZFM9BW,16 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.png,UPLOAD_CANVAS/downloads/NICOLAS-v1/16 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.png,downloads,image/png,png,IMG,453251,1080,1080,1:1,FEED,,db90bae1aed8841f1b11d05c5a3758a1,2026-06-08T14:43:51.326Z,2026-05-29T14:47:01.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1sz4YRfdRERgNu6BfYF_j0IZE4vbDhEQf,16 - Story (espanhol) +2 RM GP Story há 1 ano.mp4,UPLOAD_CANVAS/downloads/NICOLAS-v1/16 - Story (espanhol) +2 RM GP Story há 1 ano.mp4,downloads,video/mp4,mp4,VID,693505,1080,1920,9:16,STORY,10999,ad273a9b93a901c68bbfc8bf1796c9ed,2026-06-08T14:43:51.528Z,2026-05-29T14:53:26.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1W_ICoVQ5HY5Uhkg0Aj_4C0HYRpCIzPgD,16 - Story (ingles) +2 RM GP Story há 1 ano.mp4,UPLOAD_CANVAS/downloads/NICOLAS-v1/16 - Story (ingles) +2 RM GP Story há 1 ano.mp4,downloads,video/mp4,mp4,VID,1128846,1080,1920,9:16,STORY,13999,67146e3b6aca4a08230d1933fba56d4a,2026-06-08T14:57:13.960Z,2026-05-29T14:47:19.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
18mZoVJwgiHpsUNi-k1btd6mAJJUp-z4I,17 - Feed (espanhol) +2 RM GP 1080 px × 1080 px há 1 ano.png,UPLOAD_CANVAS/downloads/NICOLAS-v1/17 - Feed (espanhol) +2 RM GP 1080 px × 1080 px há 1 ano.png,downloads,image/png,png,IMG,466368,1080,1080,1:1,FEED,,eb1537c541a37e7f4e91f4aa604b35a8,2026-06-08T14:43:51.531Z,2026-05-29T14:52:40.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1e0ctbr8-enCpsbbLt4mu4cxWkZwKFLCe,17 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.png,UPLOAD_CANVAS/downloads/NICOLAS-v1/17 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.png,downloads,image/png,png,IMG,914358,1080,1080,1:1,FEED,,3613a49e6543cbb8c83a967191fb1b39,2026-06-08T14:43:51.606Z,2026-05-29T14:46:38.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1rC7ca7Bdg8ainTj5aqvYwPql-I07_QEr,17 - Story (espanhol) +2 RM GP Story há 1 ano.mp4,UPLOAD_CANVAS/downloads/NICOLAS-v1/17 - Story (espanhol) +2 RM GP Story há 1 ano.mp4,downloads,video/mp4,mp4,VID,531273,1080,1920,9:16,STORY,10999,add6a0c3e28124620ef740c6397cbb0a,2026-06-08T14:43:51.567Z,2026-05-29T14:53:02.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1KyKX2ZgUDYQNrX3fXJ4PoFKH558fr-N8,17 - Story (ingles) +2 RM GP Story há 1 ano.mp4,UPLOAD_CANVAS/downloads/NICOLAS-v1/17 - Story (ingles) +2 RM GP Story há 1 ano.mp4,downloads,video/mp4,mp4,VID,2572710,1080,1920,9:16,STORY,13999,4c6baf57e339cbecbcce986ad7449a14,2026-06-08T14:57:15.767Z,2026-05-29T14:46:55.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1weZkWhM9FXfQHWsyjTrHZdFpMSevdhAO,18 - Feed (espanhol) +2 RM GP 1080 px × 1080 px há 1 ano.png,UPLOAD_CANVAS/downloads/NICOLAS-v1/18 - Feed (espanhol) +2 RM GP 1080 px × 1080 px há 1 ano.png,downloads,image/png,png,IMG,331414,1080,1080,1:1,FEED,,ac8e31d0db8762ca1c823c36031ea26f,2026-06-08T14:43:51.686Z,2026-05-29T14:52:45.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1My0SuPA5sJ4EKIrjEkvAQY-jeIoCFIQ_,18 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.png,UPLOAD_CANVAS/downloads/NICOLAS-v1/18 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.png,downloads,image/png,png,IMG,850632,1080,1080,1:1,FEED,,013dafa84ccf9cd32fb58ae2e8b46e0e,2026-06-08T14:43:51.538Z,2026-05-29T14:46:14.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1pTGWZ_ru1e0baHdVZUkIZd9FdIbzx4z4,18 - Story (espanhol) +2 RM GP Story há 1 ano.mp4,UPLOAD_CANVAS/downloads/NICOLAS-v1/18 - Story (espanhol) +2 RM GP Story há 1 ano.mp4,downloads,video/mp4,mp4,VID,774570,1080,1920,9:16,STORY,10999,662627bf0ccd3060840ab62b765e7415,2026-06-08T14:43:51.670Z,2026-05-29T14:53:55.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1kizNkeaTuBooGonOt2Q_VT22ebYfAknS,18- Story (ingles) +2 RM GP Story há 1 ano.mp4,UPLOAD_CANVAS/downloads/NICOLAS-v1/18- Story (ingles) +2 RM GP Story há 1 ano.mp4,downloads,video/mp4,mp4,VID,2587939,1080,1920,9:16,STORY,13999,4771c5f917e0df4116cbec7b0fa02b1a,2026-06-08T14:57:17.383Z,2026-05-29T14:46:31.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1U-eyRag_4k4Q1b9HMIM_SeHcf134PL4L,19 - Feed ( espanhol ) +2 RM GP 1080 px × 1080 px há 1 ano.mp4,UPLOAD_CANVAS/downloads/NICOLAS-v1/19 - Feed ( espanhol ) +2 RM GP 1080 px × 1080 px há 1 ano.mp4,downloads,video/mp4,mp4,VID,2330436,1080,1080,1:1,FEED,10999,e74ae2256bdb4b5003a1e76c48d25d01,2026-06-08T14:57:18.978Z,2026-05-29T14:52:32.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1xpPL2ULADhq-iYLw11jMy3srZ5KPlY3C,19 - Story (espanhol) +2 RM GP Story há 1 ano.mp4,UPLOAD_CANVAS/downloads/NICOLAS-v1/19 - Story (espanhol) +2 RM GP Story há 1 ano.mp4,downloads,video/mp4,mp4,VID,2662632,1080,1920,9:16,STORY,10999,b1d6b4b8e224c9d6bc3f8bd56951e257,2026-06-08T14:57:20.787Z,2026-05-29T14:52:07.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
14Gc-9QfQ3eobx-SM9C-vgpaDVMDPXq3-,20 - Feed (espanhol) +2 RM GP 1080 px × 1080 px há 1 ano.mp4,UPLOAD_CANVAS/downloads/NICOLAS-v1/20 - Feed (espanhol) +2 RM GP 1080 px × 1080 px há 1 ano.mp4,downloads,video/mp4,mp4,VID,429802,1080,1080,1:1,FEED,10999,40d2f0513fea333d505bfb11ef6caf82,2026-06-08T14:43:51.665Z,2026-05-29T14:51:17.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1L5iSqjAvxwdDXSr6XZzcP_JrR6y1xFFo,20 - Story (espanhol) +2 RM GP Story há 1 ano.mp4,UPLOAD_CANVAS/downloads/NICOLAS-v1/20 - Story (espanhol) +2 RM GP Story há 1 ano.mp4,downloads,video/mp4,mp4,VID,612025,1080,1920,9:16,STORY,10999,a304f138695401fd34523ce826b5c30f,2026-06-08T14:43:51.563Z,2026-05-29T14:51:42.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1w1gfL1Gqdt23ZGyAFXhzft-8K-Sh7wiq,21 - Feed (espanhol) +2 RM GP 1080 px × 1080 px há 1 ano.mp4,UPLOAD_CANVAS/downloads/NICOLAS-v1/21 - Feed (espanhol) +2 RM GP 1080 px × 1080 px há 1 ano.mp4,downloads,video/mp4,mp4,VID,452232,1080,1080,1:1,FEED,10999,9653252d5acf94386bba57c69fc47ce0,2026-06-08T14:43:52.726Z,2026-05-29T14:51:00.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1yD7J4BXuYla7i3qbhHzvjE35st11Oo0z,21 - Story (espanhol) +2 RM GP Story há 9 meses.mp4,UPLOAD_CANVAS/downloads/NICOLAS-v1/21 - Story (espanhol) +2 RM GP Story há 9 meses.mp4,downloads,video/mp4,mp4,VID,4150814,1080,1920,9:16,STORY,50699,0916866b3453c3c4ff2c46d2a5cd4a21,2026-06-08T14:57:22.565Z,2026-05-29T14:30:58.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
10zQkF9jm5qerqDEwR0rlRPcjViPCICNs,24 - Story (espanhol) +2 RM GP Story há 8 meses.mp4,UPLOAD_CANVAS/downloads/NICOLAS-v1/24 - Story (espanhol) +2 RM GP Story há 8 meses.mp4,downloads,video/mp4,mp4,VID,1108966,1080,1920,9:16,STORY,10999,701b5ad49ce6a4cf38546e9cb5d74737,2026-06-08T14:57:23.862Z,2026-05-29T14:28:52.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1XCK0bbAcclxDAk7SW0GnfZ-x9kiHdsQq,26 - Story (ingles) +2 RM GP Story há 1 ano.mp4,UPLOAD_CANVAS/downloads/NICOLAS-v1/26 - Story (ingles) +2 RM GP Story há 1 ano.mp4,downloads,video/mp4,mp4,VID,1706693,1080,1920,9:16,STORY,13999,63048f3d5eaa9fbf5fd86218c01c9e6c,2026-06-08T14:57:25.308Z,2026-05-29T14:44:07.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1IB3GwVO1z5nLOWxo9Ysx4wtAyYqRHsLO,33 - Story (Ingles) +2 RM GP Story há 1 ano.mp4,UPLOAD_CANVAS/downloads/NICOLAS-v1/33 - Story (Ingles) +2 RM GP Story há 1 ano.mp4,downloads,video/mp4,mp4,VID,573497,1080,1920,9:16,STORY,10999,e7cfb4b82a1f6d78a557c9677c431395,2026-06-08T14:43:52.800Z,2026-05-29T14:31:59.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
13cY3Aybjz5qqgEPTnJTK1z64CK15lkNx,34 - Story (espanhol) +2 RM GP Story há 1 ano.mp4,UPLOAD_CANVAS/downloads/NICOLAS-v1/34 - Story (espanhol) +2 RM GP Story há 1 ano.mp4,downloads,video/mp4,mp4,VID,601025,1080,1920,9:16,STORY,10999,d2a3cc47f5c90ddd65639de20a41fc51,2026-06-08T14:43:52.703Z,2026-05-29T14:32:22.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1eB7_LzL5DOvr8DJvueB8AQWYdEj27Hm3,35 - Story (ingles) +2 RM GP Story há 1 ano.mp4,UPLOAD_CANVAS/downloads/NICOLAS-v1/35 - Story (ingles) +2 RM GP Story há 1 ano.mp4,downloads,video/mp4,mp4,VID,781317,1080,1920,9:16,STORY,13999,86c7e08a59185ebcfdd8c1a11a141df6,2026-06-08T14:43:52.698Z,2026-05-29T14:44:32.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1TPtcQvaCe87TJmAJ_ZTuCzCl_Px-ZvU1,40 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.png,UPLOAD_CANVAS/downloads/NICOLAS-v1/40 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.png,downloads,image/png,png,IMG,265670,1080,1080,1:1,FEED,,6e12a4ff87a139e7d2ea54d8426d3668,2026-06-08T14:43:52.652Z,2026-05-29T14:44:38.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1O0daPqoNKAJ0BcouaXepSS-2JuH_aQxT,41 - Story (Espanhol) +2 RM GP Story há 1 ano.mp4,UPLOAD_CANVAS/downloads/NICOLAS-v1/41 - Story (Espanhol) +2 RM GP Story há 1 ano.mp4,downloads,video/mp4,mp4,VID,866271,1080,1920,9:16,STORY,15266,8d5313cf1e95e0ed9e75f23fb0cc16be,2026-06-08T14:43:53.189Z,2026-05-29T15:19:46.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
12wVjXfp6jzw5_jcEQORI7ozZx2TSn7Sf,42 - Story (Espanhol) +2 RM GP Story há 1 ano.mp4,UPLOAD_CANVAS/downloads/NICOLAS-v1/42 - Story (Espanhol) +2 RM GP Story há 1 ano.mp4,downloads,video/mp4,mp4,VID,774420,1080,1920,9:16,STORY,15266,5f7ec32a651e24ee52a8cc010f613f23,2026-06-08T14:43:53.057Z,2026-05-29T15:19:29.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1i3k21cD3YIQtAjUpIBSJ1cE-lUDH2vpn,42 - Story (ingles) +2 RM GP Story há 9 meses.mp4,UPLOAD_CANVAS/downloads/NICOLAS-v1/42 - Story (ingles) +2 RM GP Story há 9 meses.mp4,downloads,video/mp4,mp4,VID,3988517,1080,1920,9:16,STORY,41999,0bb06be3153fd3465176393241072eb9,2026-06-08T14:57:26.807Z,2026-05-29T14:29:34.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1GlHxBhY6U9CWlAvuYEHPUR8vE49KJc4q,43 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.mp4,UPLOAD_CANVAS/downloads/NICOLAS-v1/43 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.mp4,downloads,video/mp4,mp4,VID,1923189,1080,1080,1:1,FEED,17433,81f44cc735f2987ba4411554100d83b3,2026-06-08T14:57:28.235Z,2026-05-29T14:36:34.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1xFimPROD4lNFLubBtfV3yKorQRYWe4U7,43 - Story (Espanhol) +2 RM GP Story há 1 ano.mp4,UPLOAD_CANVAS/downloads/NICOLAS-v1/43 - Story (Espanhol) +2 RM GP Story há 1 ano.mp4,downloads,video/mp4,mp4,VID,774797,1080,1920,9:16,STORY,15266,c641f6ad5f67e2faf41fce01878f36c1,2026-06-08T14:43:53.087Z,2026-05-29T15:19:11.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
12HBsaIKvJJ9iKpnkUmtjgZ_nYOUQ3qKu,44 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.png,UPLOAD_CANVAS/downloads/NICOLAS-v1/44 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.png,downloads,image/png,png,IMG,298869,1080,1080,1:1,FEED,,462576669c4c56a8ce7ac24695525912,2026-06-08T14:43:53.089Z,2026-05-29T14:46:06.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
